Var1,Var2,Cat1,Cat2,Cat3,Var3,Var4,Var5,Cat4,Var6,Var7,Var8,Target
100.1,120,1,0,1,6.4,3.6,2.1,1,2.3,1134.2,198.3,0
107.5,129.5,0,0,0,6.4,14.96,2.4,0,11.66,975.6,90.5,1
112.7,192.5,1,1,1,3.5,3.36,3.2,0,1.87,811.6,158,1
106.6,141.5,0,1,1,1.4,56.16,3.1,1,8.03,977,145.1,1
85,155.9,0,0,0,1.4,21.04,2.6,0,10.01,1104.2,147.6,1
121.7,76.3,1,0,0,6,19.28,3,1,9.79,812,144.8,1
92.7,191.8,0,1,1,4.7,22.8,2.8,0,1.8,1349.2,122.8,1
112.3,191,1,0,1,0.7,35.92,2.6,1,2.75,1507.6,127.6,1
110.2,143,0,1,1,8.3,2.4,2.1,0,11.3,963,147,0
100.9,125.7,1,1,1,8.9,43.12,2.9,0,14.3,1022.2,178.8,1
104.7,117.4,1,0,1,6.2,19.1,2.9,1,0.3,1001.1,117.2,0
94.9,136.9,0,0,0,16.6,0.5,2.7,0,3.7,588.5,168.8,0
108.1,117.8,0,0,0,3.4,8.7,2.1,1,2.4,955,164.2,0
118.9,103.4,1,1,1,1.6,0.3,2.9,0,12.6,1084.1,188.9,0
103.3,135.9,0,0,0,2.3,26.56,2.6,0,19.8,1301.3,80.9,1
99.2,96.8,1,0,1,7.2,16.9,2.5,1,3.2,991.1,200,0
83.7,190.9,1,0,0,4,57,2.9,1,13,922.8,194.6,0
98.3,146.6,0,1,1,4.4,25.52,3,0,5.94,1176.5,175,1
116.5,182.1,0,0,0,8.4,25.9,2.3,1,0.9,1189,193.1,0
114.5,148.2,0,1,1,8.3,2.08,2.5,0,5.06,564.1,189.3,1
92.3,108.8,1,0,0,1.7,4.88,2.3,1,21.45,1289.7,84.6,1
120.3,123.2,0,0,0,6.9,0.88,3.2,0,1.21,1249.2,160.9,0
121,95.2,0,0,0,2,5.28,2.2,0,12.43,665.5,114.3,1
88.7,147.7,1,1,1,5.1,6.4,3.1,0,8.25,1494,145.5,1
112.5,175.1,1,1,1,3.5,0.8,2.2,0,5.39,1274.5,134.5,1
76.5,169.1,0,1,1,1.1,23.9,2.3,1,2.3,1008.1,120.6,1
91.2,134.4,0,1,1,5.5,13.6,2.9,0,1.2,1332.9,135.8,0
99.3,133.1,1,1,1,2.9,32.88,2.7,0,2.09,1100,186.1,1
113.3,213.8,1,0,0,7.4,15.4,2.7,1,1.9,1329.7,119.1,0
125.9,172,1,1,1,7.3,10.3,2.3,0,9.4,935.3,172.1,0
103.2,150.4,1,1,1,10.1,8.7,2.9,0,6.6,1181.8,112.7,0
104.9,149.6,0,0,0,1.1,0.8,2.5,0,11.66,625,180,1
95.4,145.2,0,0,1,1.2,5.5,2.6,0,6.9,992.6,137.6,0
117.4,143.4,0,1,1,1.4,20.56,3.2,0,2.31,964.9,197,1
89.4,167.9,0,0,0,9.1,33,2.5,0,7.1,1097.4,172.9,0
95.3,94.3,0,0,0,3.8,8.72,2.4,0,0,766.6,160.9,1
101.5,176.4,0,1,1,5.9,49.1,2,1,3.5,1220,106,0
114.8,155.7,0,0,0,4.9,68.64,2.3,0,0.11,1351,129.1,1
116,145.3,0,1,1,2.2,55.5,2.2,0,22.9,1098.5,104.1,0
100,145.7,0,0,0,1.6,21.44,3,0,4.95,873.9,115.5,1
94.5,173.2,0,0,0,1.4,23.76,2.4,0,5.94,1196.9,84.1,1
96.3,166.8,0,1,1,0.6,14.08,2.7,1,24.75,896.1,157.3,1
105.2,133.9,0,1,1,3.4,22.7,2.8,0,13.9,1040.2,113.2,0
107.4,159.6,0,0,1,5.3,17.2,2.8,0,21,978.9,141.8,0
95.9,135.1,1,0,1,3.6,0.72,3,1,5.94,1035.3,140.8,0
110.3,147.2,0,0,0,1.6,14.08,2.9,0,2.31,659.2,113.2,1
104.1,158.2,0,1,1,6,6.5,2.6,1,8.7,869.2,126.7,0
90,140.2,0,0,1,0.9,51.84,2.4,0,12.21,1332.2,169.1,1
106,104.8,0,1,1,1.6,2.56,2.3,0,11.77,1215.1,85,1
120.7,138.9,1,0,1,3,2.48,2.2,1,11.66,749.9,118.7,1
90.5,154.2,1,1,1,1.8,8.4,2.7,0,21.23,1145.3,150,1
95,176.7,1,0,0,1.3,11.2,2.7,1,9.46,1205.7,146.4,1
111.9,105.6,0,0,0,3.3,11.84,2.9,0,27.17,814.2,95,1
104,131.8,0,0,0,0.5,4.64,2.2,0,19.91,887.5,122.8,1
100.3,201.8,0,1,1,3.4,12.7,2.3,1,19.7,1092.4,163.3,0
113.6,165.3,0,0,1,8.5,37.7,2.7,0,5.9,914.7,182.8,0
109.4,139,1,0,1,3.9,9.84,2.8,1,6.82,1387.1,108.9,1
79.6,130.6,0,0,0,12.2,18.6,2.7,0,10.4,1172.6,185.4,1
91.4,105.7,0,1,1,3.9,5.68,2.7,1,22.44,1129.3,154.2,1
110,164.5,0,0,0,2.4,18.72,2.7,0,5.83,918.9,175.9,1
110.6,113,1,0,1,3,12.72,3.2,1,3.63,834.7,194.6,1
111.7,144.3,0,0,0,1.3,0.4,2.4,0,5.3,877,167,0
87.5,153.6,0,1,1,0.9,4.32,3,0,19.47,933.3,170.1,1
113.6,80,0,0,0,4.4,52,2,1,2.8,1244.6,158.7,1
98,196.8,0,0,0,10.4,7.9,2.2,1,5,1164.3,198.6,0
91.4,175.3,0,0,0,7.1,3.8,2.3,0,0.9,984.6,101.1,0
109.1,148.5,0,1,1,4.5,16.72,3,0,41.03,985.5,157.4,1
91.5,146.6,0,0,0,3.3,4.16,2.7,0,16.61,1250.6,117.8,1
102.4,147.6,0,0,0,2.8,4.8,2.1,0,1.4,903.2,170.3,0
105.3,135.3,1,0,1,2.7,26.4,3,1,2.7,1185.4,129.6,0
119.6,161.2,0,1,1,1.1,37.12,2.7,0,4.29,1154.3,184.8,0
118.8,175.7,0,1,1,0.2,8.32,2.2,0,17.05,666.8,149.1,1
98.3,90.4,0,0,0,9.5,1.92,2.9,0,10.12,939.8,109.3,1
105.4,110.9,0,0,0,3.6,5.28,2.2,0,8.91,1291.3,199.7,0
78.8,197.7,0,0,0,9.3,1.9,2.7,1,9.9,997.9,177.3,0
94.4,159.9,1,0,0,1.3,5.5,2.3,1,13.5,944.9,103.7,0
107.2,83.4,1,1,1,5.6,5.28,2.8,0,4.29,898.3,106.7,1
120.7,154.3,0,0,1,3.5,12.88,2.9,0,58.96,855.8,91.5,1
107,178.1,1,0,0,4,51.12,3.1,1,7.37,1230.2,130.9,1
111.4,112.6,0,0,1,4,38.2,2,0,2.6,925.8,157.1,0
109.7,183.3,0,0,0,6.8,19.2,2.5,0,6.9,1017.1,101.3,0
92.2,119.4,0,1,1,1,6.96,3.1,0,20.46,1027.7,99,1
95.3,159.7,0,1,1,2.2,0.56,2.5,0,6.05,1181.3,186,1
101.6,196.3,1,1,1,5.5,13.68,2.2,0,4.51,1124.2,180.7,1
96.2,153.7,0,1,1,5.3,2.1,2.5,1,2.1,981.8,147.8,1
88.4,144.9,1,0,1,7.5,45.6,2.6,1,8.3,1061.7,116.8,0
114.7,99.3,1,1,1,3.3,24.72,2.8,0,1.21,1061.2,166.4,1
105.6,193.9,0,1,1,12.7,5.8,2.1,1,9.4,1157,147.1,0
96.7,168.1,0,0,0,5.3,58,3,0,11.1,986.6,160.1,1
85.7,114.6,0,0,0,6.4,20.1,3,1,12.2,917.5,159.2,0
100.2,115.1,0,0,0,0.5,27.28,3.2,0,10.01,749.3,123.4,1
109,149.3,0,0,1,3.6,2.8,2.1,0,4.9,685.2,177.5,1
130,138.9,1,1,1,3.1,65.68,2.5,0,8.91,941.8,93.7,1
114.5,122.4,1,1,1,5.5,22,2.7,0,4.4,825,141.2,1
98.2,108.5,0,1,1,2,12.6,2.6,1,2.6,499.4,187.8,0
95,147.2,0,0,1,1.5,13.68,3.2,0,23.98,1070,178.8,1
96.1,153.8,0,0,0,3.9,8.6,2.7,1,6.6,1121.1,144.2,0
105.5,78.9,0,0,0,2.5,31.28,2.2,0,9.35,968.8,156.4,1
88.2,146.2,0,0,0,5.1,3.2,3,0,9.1,902,106.2,0
96.6,119.1,1,0,1,2.7,20.1,2.1,1,7.6,870.2,189.8,0
85.4,147.9,1,0,1,5.7,9.92,2.8,1,8.58,1074.2,142.3,1
93.2,143.5,0,0,0,3.7,4.2,2.4,1,8.9,1040.5,135.3,0
111.9,145.8,1,1,1,5.9,40.24,2.2,0,18.92,1122.2,88.9,1
100.1,216.1,0,1,1,5,3.6,2,1,6.3,1303.6,195.6,1
106.5,129.7,1,0,0,1.3,25.76,3,1,25.74,1016.6,165.5,1
111.3,148.7,0,0,0,2.1,3.2,2.5,0,0.44,1254,173.6,1
93,148,1,1,1,2.1,19.4,2.5,0,9,1111.3,167.9,0
111.9,150.4,0,0,0,5.9,10.16,2.6,0,11.55,834.6,154.3,1
92.8,138.8,0,0,0,10.5,28.8,2.6,0,55.3,941.5,124.4,0
81.9,169.7,0,0,1,2.9,11.12,2.9,0,10.56,914.5,177.9,1
93.8,120.9,1,0,1,6.5,43,2,1,10.8,1267.5,111.3,0
90.6,149.5,0,0,0,1.7,0.2,2.7,0,2,771.2,198.1,1
110.2,186.4,0,0,0,8,7.68,2.9,0,9.79,732.4,141.6,1
85.7,164.7,1,0,1,1,14.24,3.1,1,10.78,831,101.9,1
93.6,156.1,1,0,0,3,1.3,2.9,1,3.6,960.6,148.1,0
105.9,117.1,1,1,1,1.6,48.88,2.4,0,13.86,916.9,123,1
104,126.9,1,0,1,2.1,13.68,2.5,1,1.54,1058.4,124,0
92.7,145,0,0,1,1,26.32,3.1,0,8.03,488.2,117.7,1
85,186.7,0,0,0,6.6,38.6,2.9,0,2.2,980.8,115.1,0
99.2,120.1,0,0,0,5.4,8.5,2.3,0,6.2,711.8,200,0
91.6,159.9,1,1,1,0.8,25.12,2.9,0,4.07,825,127.6,1
107.3,179.1,1,0,1,5.6,8.4,2.7,1,8.2,1151.6,182.1,1
99.7,139.1,0,0,0,1.7,6.9,2.1,0,17.7,1070.3,155.3,0
95,155.5,0,0,0,2.4,11.3,2.8,1,1,881.5,134.1,0
127.4,132.7,0,0,1,11.2,14,2.6,0,5.94,984.7,150.6,1
99.5,102.2,0,1,1,3.9,11.44,2.9,1,33.44,1234.3,170,1
104.9,150.5,0,0,1,6.9,15.5,2.5,0,0.8,1060.7,187.3,0
109.6,118.5,0,0,0,5.1,6.4,2.3,0,6,1034.1,129.7,0
95.7,156.1,1,0,1,5.8,9,2.7,1,0.8,894.4,156.1,0
123.8,144,0,0,0,2.6,36.56,2.9,0,11.22,1049.2,135.7,1
101,158.8,0,0,0,8.7,27,2.5,0,11.3,950.6,157.4,0
90,118.4,1,1,1,3.5,12,2.9,0,6.27,1482.6,159.6,1
103.9,111.4,0,0,0,2.3,4.32,2.6,0,9.9,940.9,152.9,1
90.8,172.3,0,0,0,5.9,2.8,2,0,8,996,164.9,0
98.5,102.5,0,1,1,13.9,6,2.9,0,10.3,732.7,190.1,0
78.1,118.1,0,0,1,4.5,11.8,2.7,0,9.1,926,135.6,1
105.8,180,0,0,0,3.8,17.4,2.6,0,1.5,1217.3,190.1,0
99.9,132.7,1,0,0,2.9,4.8,2.6,1,1.8,981.7,111,1
106.2,132,0,0,0,1,0.32,2.7,0,1.98,1159.4,140.1,1
98,145.3,1,0,1,2,2.7,2.8,1,3.5,1374.9,132.1,0
97,209.2,0,0,0,9.6,38.6,3,0,1.8,968.7,166.5,0
117,164.8,0,0,0,0.7,45.9,2.2,0,12.3,889.8,194.7,0
111.3,114,1,0,1,7.6,10.4,2.6,1,15.62,1203.3,183.7,1
104.8,123.4,0,1,1,4.6,15.04,2.4,0,3.08,779.6,182.5,1
105.2,194.2,0,0,1,2.3,4.7,2.3,0,39,1324.8,131,0
108.8,143.8,0,0,1,6.6,0.64,3.1,0,3.08,831.3,104.7,1
98.8,131.7,1,0,0,5.1,6.1,2.4,1,9.6,1507.6,155.6,0
96.2,175.7,0,0,0,3.6,4.4,2.4,0,1.8,911.1,133,1
105.9,106.8,0,0,0,3.6,14.16,2.3,0,4.29,724,147.7,1
102.5,137.5,1,1,1,0.9,0.9,2.2,0,32.3,792,138.4,0
94.4,137.7,0,1,1,7.2,14.5,2.5,0,24.6,1149,126.8,0
118.7,161.1,0,0,0,6.4,15.12,3.2,0,16.61,821.7,174.9,1
112.7,191,1,0,1,1.5,38.48,2.4,1,7.92,1272.1,127.7,1
108.6,156.8,1,0,0,3.2,39.7,3,1,2.4,1178.8,151.8,0
87,184.2,0,0,0,4.1,2,3,1,5.2,1170,104.5,0
102.8,163.6,0,0,0,4.9,3.68,3.1,0,1.76,870.2,121.5,1
117.5,171.3,0,0,1,1.5,15.6,2.3,0,1.76,953.5,86.9,1
104.5,152,0,0,0,3.3,11.6,3,0,14.96,1370.4,101.9,1
81.4,117.4,1,0,1,1.3,36.4,2.9,1,3,804.1,180.6,0
93.8,119.2,1,1,1,7,9.84,2.2,0,3.41,758.5,97,1
80.6,177.3,0,0,0,5.4,8.64,2.9,0,0.55,1179.5,135.8,1
123.9,121,0,1,1,2.4,41.1,3,1,2.7,1248.3,134.2,1
112.7,114.3,0,0,1,1.1,4.88,3.2,0,3.74,1114.3,194.2,1
94.3,155.6,1,1,1,9,1.1,2.6,0,24.4,674.9,168.8,1
121.2,118.5,0,0,1,3.1,5.84,2.2,0,1.32,818.4,144.3,1
92.6,127.8,0,1,1,4.4,9.68,2.4,0,6.49,1006.8,93.8,1
94.4,142.6,1,0,1,6.2,39.6,2.8,1,4.18,894.5,123.2,1
104.3,111.5,1,1,1,1.2,74.32,3,0,25.63,642.3,190.7,1
100.1,145.6,0,0,0,1,1.6,2.1,0,3,1293.4,141.2,0
96.5,154.8,0,0,0,8.2,14.56,2.9,0,19.58,943.3,174,1
109.6,147.4,0,0,0,3.9,73.92,2.6,0,15.73,860.6,145.5,1
89.9,98.8,1,1,1,0.5,18.1,2.4,0,4.9,1234.9,198.4,0
95.6,189.1,0,0,1,5.2,27.5,2.7,0,1,654.1,143.3,0
89.9,169.3,1,1,1,10.6,1.84,2.9,0,4.95,852.2,127.1,1
89,178.5,0,1,1,7.1,0.6,2.4,1,4.3,965.4,154,0
98.9,156.9,0,0,0,2.8,8.88,2.4,0,2.09,578.2,142.1,1
106.4,147.4,0,0,0,2.2,4,2.9,0,12.1,1319.1,199.7,1
102.3,129.5,1,1,1,2.9,13.84,3.2,0,6.27,1288.5,199.9,1
94.2,75,0,0,0,9,7.68,2.3,0,9.46,973.5,96.4,1
102.7,156.7,1,1,1,1.1,37.76,3.2,0,11.55,1196.4,191.3,1
119.1,206.2,1,0,1,2.6,37.5,2.9,1,15.4,1109.4,148.4,0
117.2,135.1,0,0,0,4,26.8,2.2,0,5.39,1149.6,171.5,1
96.6,121.3,0,0,0,8.4,23.04,3.1,0,6.27,1231.8,151,1
96.1,146.2,0,0,0,11.1,1.1,2.3,0,5.2,835.1,193.2,0
103.4,251.1,0,0,0,7.3,1.8,2.8,0,3.7,442.6,171.1,0
110.6,161.9,0,1,1,4.7,0.4,3,0,8.4,1145,199.6,0
83.7,132.8,0,0,0,5.2,25,2,0,10.1,965.4,172.2,1
110.8,144.2,0,0,0,4.1,42.3,2,1,2,1388.3,190.9,0
98.3,141.2,0,0,0,8.5,1.7,2,0,13.5,1139.9,152,0
112.6,169.9,1,0,0,0.2,47.92,2.2,1,4.95,863,119,0
99.7,141.5,1,1,1,1.1,11.6,2.3,0,0.77,1057.7,113.5,1
110.4,145.3,1,1,1,3.5,50.08,2.7,0,11.66,837.3,108.8,1
95.8,95,0,0,0,3.9,7.1,2.6,1,2.3,1034.7,154.6,0
117.3,129.7,1,1,1,2.9,5.36,2.4,0,0.66,973.1,137.4,1
107.7,180.9,0,0,0,2.2,27.2,2.8,0,6.49,1342.1,112.1,1
88.4,151.8,0,1,1,7.1,2.08,2.8,0,8.8,766,102.5,1
86.9,174.9,0,0,1,2.5,1.9,2.7,0,36.2,608.6,145,0
111,173.2,0,0,0,0.6,14.8,2.6,0,11.77,980.9,159.1,1
99.8,129.1,1,1,1,8.3,34.16,2.2,0,17.93,692.5,107.4,1
109,205,0,1,1,3.9,93,2.6,1,11.2,1026.8,143.8,0
89.3,143.3,1,1,1,1.3,15.12,3.2,0,12.43,1131.3,164.6,1
102.7,168.7,1,1,1,3.1,14,3.1,0,22.33,1131.3,160.2,1
117.3,134.3,1,0,1,2,2.88,2.8,1,12.87,1212.7,180.5,0
85.3,167,0,1,1,5.7,32.7,2.5,1,2.9,1214.2,133.9,1
105.4,127.9,0,0,1,10,0.8,2.3,0,13.6,931.4,196,0
112.4,103.4,1,0,1,6.5,0.88,2.8,1,8.25,1138.7,104.9,1
90.1,111.1,0,1,1,3.9,23.9,2.3,0,2.3,1166.6,127.3,0
107.7,140.7,1,1,1,4.7,23.68,2.3,0,19.47,948.9,154.7,1
112.1,124.6,0,0,0,3.1,25.12,2.4,0,1.54,815,98.4,1
100.1,115.9,0,1,1,4.3,10.2,2.4,0,4.8,948.4,167.5,0
103.3,159.6,0,0,1,8.3,31.76,3,0,26.4,1287.1,119.8,1
105.9,167.1,1,1,1,0.6,47.04,2.4,0,11.44,960.7,172.4,1
99.2,151.2,1,1,1,5.7,27.8,2.2,0,4.2,904.6,161.6,0
109.9,181.9,0,1,1,1.3,35.3,2.2,0,3,1234.3,112.6,0
110.3,108,1,0,1,8.8,26.4,3.2,1,8.25,926.8,198.4,1
95.2,138.2,0,0,0,2.5,3.6,2.9,0,3.6,1239,164.8,0
102.8,108.6,1,0,1,0.8,0.8,2.3,1,18.81,847.9,198.7,1
110.1,75.3,1,1,1,1.7,7.52,2.4,0,23.43,893,134.7,1
112,155.3,0,0,1,4.4,22.96,2.9,0,2.86,907.1,130.9,0
98.9,211.4,0,0,0,5.6,34.64,2.3,0,8.91,1130.2,194.9,1
109.3,162.7,0,0,1,1,15.2,2.3,0,3.85,808.2,192.6,1
110.5,140.8,1,0,1,2.5,0.72,2.6,1,6.93,718.6,152.6,1
106.9,131.7,1,0,0,0.6,5.3,2.5,1,4,1227.7,129.4,0
102.9,162,0,1,1,1.7,2.56,2.2,0,6.27,1087.8,186.5,1
97.4,186.7,1,0,0,14.4,65.5,2.3,1,27.9,1225.1,137,0
104.6,166.8,1,0,0,10.1,4.4,2,1,0.5,1078.7,175.3,0
96,95.7,0,0,0,0.8,18.4,3,0,7.6,907.4,113.8,0
99.7,148.7,0,1,1,3.1,66.64,2.2,1,1.98,1336.9,132.2,1
109.8,139.8,1,0,0,3.1,20.48,2.3,1,29.7,968.2,133.1,1
107.8,133.1,1,0,1,7.8,16.5,2.5,1,0.7,1159.7,182.1,0
104.7,92.7,0,1,1,4.6,0.96,2.4,0,7.92,986.6,127,1
100.1,96.2,1,0,0,3.6,6.56,2.4,1,0.22,1262.6,154.7,1
111.9,156.7,1,0,1,4.7,1.8,2.8,1,0.6,910.3,148.4,0
80.1,166.9,0,0,0,6.4,7.36,2.6,0,2.09,988.9,115.3,1
81.7,213.2,0,0,1,1.6,8.48,2.6,0,3.41,1037.1,191.8,1
98.3,138.1,1,0,1,11.5,6.3,2.6,1,10.9,901.4,109.1,1
91.1,120.8,1,1,1,1.2,0.32,2.4,0,21.78,1198.2,95.5,1
98.6,191.9,0,0,0,1.3,30.4,3,0,13,678.2,177.8,0
106,185.2,0,0,0,0.7,3.04,2.3,0,19.8,1318.8,89,1
93,212.4,0,1,1,4.9,9.8,2.3,1,6.8,844.5,109.7,0
95.8,152.5,0,1,1,5.8,7.8,2.3,0,3.6,1186.4,121.7,0
109.1,90.8,0,0,0,1.5,3.84,2.4,0,5.28,1086.6,169.5,1
109,206.9,0,0,1,5.5,18.8,2.2,0,18.7,860.5,179.7,0
121.8,176.3,0,0,0,8.3,25.7,2.3,0,23,1008.2,163.3,0
109.3,141.2,0,0,0,3.9,17.6,2.2,1,12.2,995.6,101.8,0
111.9,183.5,0,0,1,4.7,18.4,2.4,0,7.81,1028.5,87.5,1
106.2,132,0,0,1,8.5,12.1,2.9,0,19.6,1063.6,180.9,0
110.1,79.6,1,0,1,4.3,0.88,2.8,1,19.58,834.1,129.2,1
90,127.2,1,1,1,8.7,4,2.9,0,6.05,1139.4,168.3,1
96.7,190.3,0,1,1,1.7,53.84,2.5,1,1.76,947.2,111.6,1
92.8,172.9,1,1,1,7.6,12.1,2.8,0,0.9,1319.8,163.5,0
118,190.2,1,1,1,4,28.16,2.3,0,13.09,692.2,153.9,1
106.2,104.9,0,1,1,2.9,8.8,2.2,1,2.9,422.8,195.1,0
90,108.5,0,0,0,1.9,23.76,2.7,0,11.55,1222.3,133.7,1
105.3,210.2,0,0,0,1.9,1.36,2.5,0,2.75,1394.6,94.7,1
108.7,232,1,0,0,1.5,20.4,2.4,1,23.8,1127.7,144,0
99.4,176.9,1,1,1,9.7,10.08,2.6,0,19.8,840.9,119.4,1
78.5,147.1,1,1,1,6.6,6.5,2.2,0,4.6,718.3,106.8,0
98,175,0,0,0,2.8,15.3,2.8,0,0.9,818.8,188.6,0
103.4,83.9,1,1,1,5.5,0.56,3.2,0,26.4,1191.9,181.2,1
133.2,190.9,0,1,1,11,11.1,3,0,6.9,734,198.5,0
96.4,110.3,0,1,1,10,14.56,2.7,1,4.4,1266.5,106.8,1
102.3,142.5,0,0,0,3.4,6,2.6,0,0.3,952,189.5,0
99.2,170.1,1,1,1,7.4,28,2.8,0,1.98,1246.1,193.7,1
93,182.7,1,1,1,6.5,14.3,2.5,0,38.1,1214.9,178,0
113.4,136.5,1,0,0,2.7,17.9,2.6,1,0.8,1111.9,143.5,0
121.6,169.9,0,1,1,5.7,3.04,2.8,1,9.68,932.3,95.5,1
113.7,147.7,1,0,1,1.9,90.96,3.1,1,34.1,1046.3,189.8,1
83.3,131.8,0,0,0,2.5,9.28,3,0,18.81,1268.3,173.1,1
108.4,110.8,0,0,0,1.6,9.9,3,0,12.9,983,143.5,0
101.5,139.7,0,1,1,1.6,37.6,2.5,1,1.9,878.5,119.9,0
103.5,188.2,0,0,0,3.5,30.72,2.5,0,1.43,1019.7,137.2,1
99.2,179.4,0,1,1,2.1,3.4,2.5,0,9.6,851.6,186,0
126.5,218.3,0,0,1,0.8,9.04,2.6,0,2.09,649,113.2,1
106,121.7,0,0,0,4.8,0.7,2.8,1,1.5,739.1,162.5,0
107.3,129.3,0,0,0,0.6,2.8,3.1,0,18.48,791.9,192.6,1
121.4,195.5,0,1,1,1.7,9.12,2.9,0,0,1147.6,98.5,1
102.5,140.3,0,0,0,1.9,69.28,2.9,0,1.54,857.2,128,1
103.5,168.3,0,0,0,1.7,5.3,2.5,1,1.6,707.8,175.5,0
102.5,175.2,0,0,1,1.7,3.12,2.9,0,6.27,1312.1,160.6,1
127,120.7,0,0,0,1.7,11.52,2.4,0,18.92,1210.5,103.1,1
106.2,165.6,0,0,1,4.4,30.2,2.2,0,5.2,904.6,107.3,0
108.8,131.2,0,1,1,8.6,2.6,2.6,1,18.8,1141.8,118,0
108.5,195.7,0,0,0,1.1,14.08,2.9,0,0.99,832.8,133.7,1
108.1,107.1,1,0,0,7.9,7.52,2.6,1,16.28,1050.2,114.6,1
108.4,159.8,1,1,1,5.5,5.52,3,0,8.36,798.2,177.8,1
75.3,116.1,0,1,1,0.5,15.4,2.9,0,0.9,1350.2,153.2,0
93.8,108.5,0,1,1,5.4,26.8,2.6,1,5.3,795.4,129.5,0
102,157.2,0,0,0,5.8,1,2.3,1,20.9,1162.9,175.4,0
103.1,128.5,1,1,1,7.3,33.8,3,0,1.2,1324,104.4,0
121.5,128.4,1,0,0,2.4,3.52,2.7,1,6.6,939.5,183.1,1
105.9,94.5,1,1,1,2.2,21.52,2.6,0,5.72,975.5,190.9,1
99.3,131.6,1,0,0,6.1,10.1,2.5,1,4.2,1029.8,114.5,0
117.6,202.2,0,0,0,3.9,2.16,2.7,0,4.95,1161.4,126.5,0
90.4,148.4,0,1,1,1.3,37.84,2.4,0,12.98,729.6,181.9,1
102.9,80.6,0,0,0,5.9,6.72,2.4,0,4.07,828.5,98.1,1
113.9,153.8,0,0,0,4.8,6.88,3.2,0,9.68,820.3,154.8,1
97.8,150.4,0,0,0,5.9,12.4,2.9,1,11.1,955.6,104.5,0
103.9,114.4,1,0,1,6.4,1.36,3,1,24.75,1114,174.3,0
106.2,138.3,0,1,1,2.5,7.4,2.2,1,8.5,958,190.1,0
100.4,123.3,1,0,1,12.2,0.72,2.9,1,2.97,631.3,132.6,1
87.9,137.9,0,0,0,7.8,17.6,2.6,0,2.2,1292,180.2,0
111.9,131.4,0,0,0,3.8,4.6,2.1,0,2,1089.6,110.9,0
114.2,122.2,0,1,1,1,14.08,2.6,0,0.33,1255.2,158.6,1
98.6,175.5,1,0,1,6.8,8.4,2.6,1,1.87,1057.3,132.8,1
96.8,103.7,0,0,1,5.1,16.32,2.4,0,15.51,997.1,105,1
105.1,111.9,0,1,1,3.2,12.24,2.4,0,13.42,1052.3,120.7,1
111.2,166,0,0,1,6.5,1.68,2.9,0,5.61,947.8,162.6,1
98.2,229.1,0,0,0,2.4,3.84,2.9,0,1.98,1398.6,117.5,1
97.4,165.7,0,0,0,1,13.2,2.2,0,0.1,1374.2,170.3,1
110.7,129.4,1,1,1,10.8,15.04,3,0,4.73,1385.4,83.1,1
93.6,144.2,1,0,0,0.4,23.92,2.3,1,11.88,1093.7,157.7,1
121.2,141.9,0,0,0,1.2,10.16,2.5,0,6.49,1058.6,152.9,1
106.7,190.4,0,0,0,0.7,1.8,2.9,0,3.1,1034.2,139.5,0
75.1,192.1,0,0,1,3.4,14.2,2.8,0,11.5,803.2,131,0
104,184.8,1,0,1,11.3,22.7,2.7,1,3.6,788.4,124.9,0
94.1,55.2,0,0,0,3.4,0.5,2.9,0,4.3,709.9,198.5,1
107.9,112.1,0,1,1,8.4,15.28,2.6,1,1.76,792.5,158.9,1
108.8,129.3,0,0,1,3.2,9.44,2.6,0,31.13,456.2,176.8,1
121.5,120.4,0,0,0,14.9,0,3.1,0,9.9,1071.1,190.3,1
111.2,194,1,1,1,4.5,3.2,2.6,0,12.8,729.7,150.1,0
89.3,134.8,0,0,1,1.9,5.4,2.5,0,9.6,1061.9,160.8,1
135.4,92,1,0,0,1.5,2.64,2.6,1,13.64,951.9,116.5,1
94.5,147.9,0,1,1,1.3,23.28,2.3,1,24.2,932.9,133,1
99.4,135.9,0,0,0,6.2,11.6,2.4,0,20.57,661.2,137.9,1
115.4,196.6,1,0,0,2.1,9.84,2.4,1,13.75,1070.7,156.4,1
94.3,113.1,0,1,1,11.7,24.3,2.7,0,3.5,935,112.3,0
124.8,100.5,0,0,1,6.2,12.96,2.3,0,6.49,1055.2,127.9,1
103.8,124.4,0,0,0,12.5,36.4,3,1,30.7,1106.5,166.4,0
98.2,115.3,1,0,1,2.2,10.8,2.3,1,7.48,622.3,188.8,1
87.9,107.3,0,1,1,2.3,1.84,3.2,0,15.62,807.8,161.3,1
105.9,144.9,0,0,0,2.4,35.92,3,0,8.14,1394.4,138.4,0
103.3,191.4,0,1,1,6.9,6.4,2.1,1,1.3,1213,191.6,0
108.4,113,0,0,1,6.5,29.52,2.9,0,5.94,668,153.7,1
111,123.5,1,0,0,6.1,8.8,3,1,9.68,743.5,184.6,1
83.8,125,1,0,1,9.5,31.44,2.8,1,14.85,1144,155.5,1
97.7,148.8,0,1,1,7.2,49.9,2.6,0,0.8,1081,117.9,0
107.1,157,0,1,1,6.4,11.92,3.2,0,14.08,1116.3,119.2,1
113.7,127.5,0,0,0,3.3,26.64,2.5,0,7.15,1184.2,137.1,1
95.3,173.3,0,0,0,7,25.6,2.5,0,10.3,1322.8,175.5,0
